input_desc,predicted_desc,source_file,target_desc,correct
"lamb, domestic, foreshank, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised","lamb, domestic, foreshank, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",food_matches_401_to_600.txt,,False
"fish, ocean perch, atlantic, cooked, dry heat","fish, ocean perch, atlantic, cooked, dry heat",food_matches_401_to_600.txt,,False
"veal, rib, separable lean only, cooked, braised","veal, rib, separable lean only, cooked, braised",food_matches_401_to_600.txt,,False
"turkey, all classes, leg, meat only, cooked, roasted","turkey, all classes, leg, meat only, cooked, roasted",food_matches_401_to_600.txt,,False
"game meat, rabbit, domesticated, composite of cuts, cooked, roasted","game meat, rabbit, domesticated, composite of cuts, cooked, roasted",food_matches_401_to_600.txt,,False
"fish, pike, northern, cooked, dry heat","fish, pike, northern, cooked, dry heat",food_matches_401_to_600.txt,,False
"pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted","pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",food_matches_401_to_600.txt,,False
"beef, brisket, flat half, separable lean only, trimmed to 0"" fat, choice, cooked, braised","beef, brisket, flat half, separable lean only, trimmed to 0"" fat, choice, cooked, braised",food_matches_401_to_600.txt,,False
"game meat, venison, cooked, roasted","game meat, venison, cooked, roasted",food_matches_401_to_600.txt,,False
"fish, whiting, mixed species, cooked, dry heat","fish, whiting, mixed species, cooked, dry heat",food_matches_401_to_600.txt,,False
"turkey, all classes, wing, meat only, cooked, roasted","turkey, all classes, wing, meat only, cooked, roasted",food_matches_401_to_600.txt,,False
"turkey, all classes, back, meat only, cooked, roasted","turkey, all classes, back, meat only, cooked, roasted",food_matches_401_to_600.txt,,False
"game meat, elk, cooked, roasted","game meat, elk, cooked, roasted",food_matches_401_to_600.txt,,False
"fish, mahi-mahi, cooked, dry heat","fish, mahi-mahi, cooked, dry heat",food_matches_401_to_600.txt,,False
"cheese, goat, soft type","cheese, goat, soft type",food_matches_401_to_600.txt,,False
"fish, sea bass, mixed species, cooked, dry heat","fish, sea bass, mixed species, cooked, dry heat",food_matches_401_to_600.txt,,False
"crustaceans, lobster, northern, cooked, moist heat","crustaceans, lobster, northern, cooked, moist heat",food_matches_401_to_600.txt,,False
"mollusks, oyster, eastern, cooked, breaded and fried","mollusks, oyster, eastern, cooked, breaded and fried",food_matches_401_to_600.txt,,False
"crustaceans, crab, alaska king, cooked, moist heat","crustaceans, crab, alaska king, cooked, moist heat",food_matches_401_to_600.txt,,False
"fish, pompano, florida, cooked, dry heat","fish, pompano, florida, cooked, dry heat",food_matches_401_to_600.txt,,False
"crustaceans, shrimp, mixed species, cooked, moist heat","crustaceans, shrimp, mixed species, cooked, moist heat",food_matches_401_to_600.txt,,False
"mollusks, clam, mixed species, cooked, moist heat","mollusks, clam, mixed species, cooked, moist heat",food_matches_401_to_600.txt,,False
"fish, monkfish, cooked, dry heat","fish, monkfish, cooked, dry heat",food_matches_401_to_600.txt,,False
"mollusks, scallop, mixed species, cooked, breaded and fried","mollusks, scallop, mixed species, cooked, breaded and fried",food_matches_401_to_600.txt,,False
"fish, croaker, atlantic, cooked, breaded and fried","fish, croaker, atlantic, cooked, breaded and fried",food_matches_401_to_600.txt,,False
"crustaceans, crayfish, mixed species, farmed, cooked, moist heat","crustaceans, crayfish, mixed species, farmed, cooked, moist heat",food_matches_401_to_600.txt,,False
"mollusks, mussel, blue, cooked, moist heat","mollusks, mussel, blue, cooked, moist heat",food_matches_401_to_600.txt,,False
"crustaceans, spiny lobster, mixed species, cooked, moist heat","crustaceans, spiny lobster, mixed species, cooked, moist heat",food_matches_401_to_600.txt,,False
"fish, tilefish, cooked, dry heat","fish, tilefish, cooked, dry heat",food_matches_401_to_600.txt,,False
"fish, spot, cooked, dry heat","fish, spot, cooked, dry heat",food_matches_401_to_600.txt,,False
"mollusks, abalone, mixed species, cooked, fried","mollusks, abalone, mixed species, cooked, fried",food_matches_401_to_600.txt,,False
"mollusks, conch, baked or broiled","mollusks, conch, baked or broiled",food_matches_401_to_600.txt,,False
"mollusks, whelk, unspecified, cooked, moist heat","mollusks, whelk, unspecified, cooked, moist heat",food_matches_401_to_600.txt,,False
"fish, bluefish, cooked, dry heat","fish, bluefish, cooked, dry heat",food_matches_401_to_600.txt,,False
"crustaceans, crab, dungeness, cooked, moist heat","crustaceans, crab, dungeness, cooked, moist heat",food_matches_401_to_600.txt,,False
"fish, drum, freshwater, cooked, dry heat","fish, drum, freshwater, cooked, dry heat",food_matches_401_to_600.txt,,False
"fish, lingcod, cooked, dry heat","fish, lingcod, cooked, dry heat",food_matches_401_to_600.txt,,False
"game meat, bison, cooked, roasted","game meat, bison, cooked, roasted",food_matches_401_to_600.txt,,False
"game meat, boar, wild, cooked, roasted","game meat, boar, wild, cooked, roasted",food_matches_401_to_600.txt,,False
"game meat, caribou, cooked, roasted","game meat, caribou, cooked, roasted",food_matches_401_to_600.txt,,False
"game meat, deer, cooked, roasted","game meat, deer, cooked, roasted",food_matches_401_to_600.txt,,False
"game meat, moose, cooked, roasted","game meat, moose, cooked, roasted",food_matches_401_to_600.txt,,False
"fish, eel, mixed species, cooked, dry heat","fish, eel, mixed species, cooked, dry heat",food_matches_401_to_600.txt,,False
"fish, sturgeon, mixed species, cooked, dry heat","fish, sturgeon, mixed species, cooked, dry heat",food_matches_401_to_600.txt,,False
"fish, sucker, white, cooked, dry heat","fish, sucker, white, cooked, dry heart",food_matches_401_to_600.txt,,False
"fish, mullet, striped, cooked, dry heat","fish, mullet, striped, cooked, dry heat",food_matches_401_to_600.txt,,False
"fish, cisco, smoked","fish, cisco, smoked",food_matches_401_to_600.txt,,False
"fish, burbot, cooked, dry heat","fish, burbot, cooked, dry heat",food_matches_401_to_600.txt,,False
"fish, buffalo, black, cooked, dry heat","fish, buffalo, black, cooked, dry heat",food_matches_401_to_600.txt,,False
"fish, carp, cooked, dry heat","fish, carp, cooked, dry heat",food_matches_401_to_600.txt,,False
"fish, smelt, rainbow, cooked, dry heat","fish, smelt, rainbow, cooked, dry heat",food_matches_401_to_600.txt,,False
"fish, sheepshead, cooked, dry heat","fish, sheepshead, cooked, dry heat",food_matches_401_to_600.txt,,False
"game meat, squirrel, cooked, roasted","game meat, squirrel, cooked, roasted",food_matches_401_to_600.txt,,False
"beverages, chocolate-flavored drink, whey and milk based","beverages, chocolate-flavored drink, whey and milk based",food_matches_401_to_600.txt,"chocolate-flavored drink, whey and milk based",False
"syrups, sugar free","syrups, sugar free",food_matches_401_to_600.txt,"syrups, dietetic",False
"baking chocolate, unsweetened, squares","baking chocolate, unsweetened, squares",food_matches_401_to_600.txt,"baking chocolate, unsweetened, squares",True
"candies, caramels","candies, caramels",food_matches_401_to_600.txt,"candies, caramels",True
"candies, fondant, prepared-from-recipe","candies, fondant, prepared-from-recipe",food_matches_401_to_600.txt,"candies, fondant, prepared-from-recipe",True
"peanuts, all types, oil-roasted, with salt","peanuts, all types, oil-roasted, with salt",food_matches_401_to_600.txt,"peanuts, all types, oil-roasted, with salt",True
"spices, thyme, dried","spices, thyme, dried",food_matches_401_to_600.txt,"spices, thyme, dried",True
"fast food, pizza chain, 14"" pizza, pepperoni topping, thick crust","fast food, pizza chain, 14"" pizza, pepperoni topping, thick crust",food_matches_401_to_600.txt,"fast food, pizza chain, 14"" pizza, pepperoni topping, thick crust",True
"candies, rolo caramels in milk chocolate","candies, rolo caramels in milk chocolate",food_matches_401_to_600.txt,"candies, rolo caramels in milk chocolate",True
"snacks, granola bar, quaker, chewy, 90 calorie bar","snacks, granola bar, quaker, chewy, 90 calorie bar",food_matches_401_to_600.txt,"snacks, granola bar, chewy, 90 calorie bar",False
"breakfast bar, corn flake crust with fruit","breakfast bar, corn flake crust with fruit",food_matches_401_to_600.txt,"breakfast bar, corn flake crust with fruit",True
"granola bar, soft, milk chocolate coated, peanut butter","granola bar, soft, milk chocolate coated, peanut butter",food_matches_401_to_600.txt,"granola bar, soft, milk chocolate coated, peanut butter",True
"beverages, energy drink, red bull, sugar free, with added caffeine, niacin, pantothenic acid, vitamins b6 and b12","beverages, energy drink, red bull, sugar free, with added caffeine, niacin, pantothenic acid, vitamins b6 and b12",food_matches_401_to_600.txt,"energy drink, red bull, sugar free, with added caffeine, niacin, pantothenic acid, vitamins b6 and b12",False
"cereals ready-to-eat, post, grape-nuts flakes","cereals ready-to-eat, post, grape-nuts flakes",food_matches_401_to_600.txt,"cereals ready-to-eat, post, grape-nuts flakes",True
"cereals ready-to-eat, post bran flakes","cereals ready-to-eat, post bran flakes",food_matches_401_to_600.txt,"cereals ready-to-eat, bran flakes, single brand",False
"salad dressing, mayonnaise-like, fat-free","salad dressing, mayonnaise-like, fat-free",food_matches_401_to_600.txt,"salad dressing, mayonnaise-like, fat-free",True
"plums, dried (prunes), uncooked","plums, dried (prunes), uncooked",food_matches_401_to_600.txt,"plums, dried (prunes), uncooked",True
"pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked","pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",food_matches_401_to_600.txt,"pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",True
"veal, sirloin, separable lean and fat, raw","veal, sirloin, separable lean and fat, raw",food_matches_401_to_600.txt,"veal, sirloin, separable lean and fat, raw",True
"pork, cured, ham, whole, separable lean only, roasted","pork, cured, ham, whole, separable lean only, roasted",food_matches_401_to_600.txt,"pork, cured, ham, whole, separable lean only, roasted",True
"nuts, macadamia nuts, dry roasted, with salt added","nuts, macadamia nuts, dry roasted, with salt added",food_matches_401_to_600.txt,"nuts, macadamia nuts, dry roasted, with salt added",True
"imitation cheese, american or cheddar, low cholesterol","imitation cheese, american or cheddar, low cholesterol",food_matches_401_to_600.txt,"imitation cheese, american or cheddar, low cholesterol",True
"cabbage, chinese (pak-choi), raw","cabbage, chinese (pak-choi), raw",food_matches_401_to_600.txt,"cabbage, chinese, pak-choi, raw",False
"potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated","potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated",food_matches_401_to_600.txt,"potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated",True
"cereals, cream of wheat, instant, dry","cereals, cream of wheat, instant, dry",food_matches_401_to_600.txt,"cereals, cream of wheat, instant, dry",True
"parmesan cheese topping, fat free","parmesan cheese topping, fat free",food_matches_401_to_600.txt,"parmesan cheese topping, fat free",True
"frozen novelties, no sugar added, fudgsicle pops","frozen novelties, no sugar added, fudgsicle pops",food_matches_401_to_600.txt,"frozen novelties, no sugar added, fudgesicle pops",False
"snacks, granola bar, general mills, nature valley, chewy trail mix","snacks, granola bar, general mills, nature valley, chewy trail mix",food_matches_401_to_600.txt,"snacks, granola bar, general mills, nature valley, chewy trail mix",True
"orange juice, chilled, includes from concentrate, with added calcium","orange juice, chilled, includes from concentrate, with added calcium",food_matches_401_to_600.txt,"orange juice, chilled, includes from concentrate, fortified with calcium",False
"orange juice, chilled, includes from concentrate, with added calcium and vitamin d","orange juice, chilled, includes from concentrate, with added calcium and vitamin d",food_matches_401_to_600.txt,"orange juice, chilled, includes from concentrate, fortified with calcium and vitamin d",False
"apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid","apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",food_matches_401_to_600.txt,"apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",True
"apple juice, canned or bottled, unsweetened, with added ascorbic acid","apple juice, canned or bottled, unsweetened, with added ascorbic acid",food_matches_401_to_600.txt,"apple juice, canned or bottled, unsweetened, with added ascorbic acid",True
"bread, stuffing, dry mix","bread, stuffing, dry mix",food_matches_401_to_600.txt,"bread stuffing, bread, dry mix",False
"bologna, beef","bologna, beef",food_matches_401_to_600.txt,"bologna, beef",True
